FECHA_CORTE;ITEM;NOMBRE_DEL_CLUB;DISCIPLINA_DEPORTIVA;CONDICION;N°_DE_RESOLUCION_INSCRIPCION_PRIMIGENIA;FECHA_DE_REGISTRO;OBSERVACIONES;;
20240229;1067;ACADEMIA DE GIMNASIA STALDER GYM PERÚ S.A.C.;GIMNASIA;AFILIADO;402-DNCTD-RND-2020;16/11/2020;"REGIMEN GERENCIAL
LEO ANTHONY OCHOA MORALES -GERENTE GENERAL
SUSANA CARMEN LAGOS MUÑOZ-GERENTE ADMINISTRATIVO";;
20240229;1068;CLUB DEPORTIVO CHASSE;GIMNASIA;AFILIADO; 450-DNCTD-RND-2020;25/11/2020;Periodo 15 de noviembre de 2019 al 14 de noviembre de 2024;;
20240229;1069;CLUB DE GIMNASIA TECNIGYM;GIMNASIA;AFILIADO; 522-DNCTD-RND-2020;16/12/2020;Periodo 07 de octubre de 2019 al 06 de octubre de 2021;;
20240229;1070;ASOCIACIÓN CLUB DE GIMNASIA AERÓBICA JUMPING JACK;GIMNASIA;AFILIADO;0520-2021-IPD-DNCTD-SRND;09/09/2021;período 03 de diciembre de 2020 al 02 de diciembre de 2022;;
20240229;1071;TAK GYM CLUB;GIMNASIA;AFILIADO;0147-2022-IPD-DNCTD-SRND;11/04/2022;periodo del 10 de enero del 2020 al 09 de enero del 2023;;
20240229;1072;ASOCIACION CULTURAL -DEPORTIVA DE BALLET ACROBATICO Y AFINES ELITE GYM;GIMNASIA;AFILIADO;0401-2022-IPD-DNCTD-SRND;12/07/2022;periodo 01 de abril de 2022 al 31 de marzo de 2023;;
20240229;1073;ASOCIACION DEPORTIVA NEWVES;GIMNASIA;AFILIADO;0537-2022-IPD-DNCTD-SRND;02/09/2022;período del 05 de junio de 2019 al 04 de junio de 2024;;
20240229;1074;GYMNASTIC THUNDER AREQUIPA;GIMNASIA;AFILIADO;0545-2022-IPD-DNCTD-SRND;14/09/2022;período de (03 años), desde el 23 de marzo de 2022 hasta el 22 de marzo de 2025;;
20240229;1075;CLUB SAGAWA GIMNASIA Y DEPORTES;GIMNASIA;AFILIADO;0571-2022-IPD-DNCTD-SRND;19/09/2022;periodo del 15 de diciembre de 2021 al 14 de diciembre de 2029;;
20240229;1076;ESCUELA DE GIMNASIA ARTISTICA Y AFINES VIVA GYM S.A.C.;GIMNASIA;AFILIADO;0719-2022-IPD-DNCTD-SRND;29/11/2022;"GERENTE GENERAL-EHYMILIN J. BRINGAS CASTAÑEDA DE RIOS
SUB GERENTE -AUGUSTO DURAN CENTENO";;
20240229;1077;CLUB DE GIMNASIA Y DEPORTES PHOENIX;GIMNASIA;AFILIADO;0171-2023-IPD-DNCTD-SRND;12/04(2023;período del 08 de setiembre de 2022 al 07 de setiembre de 2024;;
20240229;1078;LOS LEONES DE SALOMON;GIMNASIA;AFILIADO;0179-2023-IPD-DNCTD-SRND;14/04/2023;periodo de tres (03) años;;
20240229;1079;CLUB DEPORTIVO EQUILIBRIUM BALLETGYM;GIMNASIA;AFILIADO;0192-2023-IPD-DNCTD-SRND;25/04/2023;periodo de tres (03) años;;
20240229;1080;CHICLAYOGYMNASTICS;GIMNASIA;AFILIADO;229-2023-IPD-DNCTD-SRND;15/05/2023;Periodo de cuatro (04) años;;
20240229;1081;LIDER CLUB GYMNASTICS;GIMNASIA;AFILIADO;0451-2023-RENADE-IPD;31/08/2023;periodo del 27 de abril de 2023 al 26 de abril de 2028;;
20240229;1082;SPORTIVO GYMNÁSTICO;GIMNASIA;AFILIADO;0115-2024-RENADE-DNCTD-IPD;28/02/2024;periodo del 22 de noviembre de 2023 al 21 de noviembre de 2026;;
20240229;1083;CLUB RITMICA HOOP PERU;GIMNASIA;AFILIADO;0116-2024-RENADE-DNCTD-IPD;28/02/2024;periodo de dos (02) años;;
20240229;1084;ASOCIACIÓN DEPORTIVA LOS INKAS GOLF CLUB;GOLF;AFILIADO;  025-DNCTD-RND-2006;19/01/2006;"0079-2022-IPD-DNCTD/SRND , período 2020-2022, en Asamblea General Eleccionaria de fecha 15
de diciembre de 2020.";;
20240229;1085;LIMA GOLF CLUB;GOLF;AFILIADO;  223-DNCTD-RND-2007;21/03/2007;"0404-2023-RENADE/IPD.
periodo del 01 de abril de 2023 al 31 de marzo de 2025";;
20240229;1086;COUNTRY CLUB DE VILLA;GOLF;AFILIADO;  482-DNCTD-RND-2007;12/07/2007;"0586-2022-IPD-DNCTD/SRND.
periodo 01 de marzo de 2022 al 29 de febrero de 2024.";;
20240229;1087;ASIA GOLF CLUB;GOLF;AFILIADO;  662-DNCTD-RND-2007;28/09/2007;0554-2021-IPD-DNCTD/RND. período 28 de noviembre de 2020 al 27 de noviembre de 2022.;;
20240229;1088;COUNTRY CLUB LA PLANICIE;GOLF;AFILIADO;0654-2021-IPD-DNCTD-SRND;06/12/2021;"0363-2023-RENADE/IPD.
periodo del 01 de enero del 2023 al 31 de diciembre del 2024";;
20240229;1089;ASOCIACIÓN GRANJA AZUL COUNTRY CLUB DE GOLF;GOLF;AFILIADO;  194-DNCTD-RND-2012;19/12/2012;;;
20240229;1090;ASOCIACIÓN LOS ANDES GOLF CLUB;GOLF;AFILIADO; 204-DNCTD-RND-2012;28/12/2012;"0467-2023-RENADE/IPD.
período Julio 2023 – Julio 2025, elegidos en Asamblea General de fecha 08 de julio de 2023";;
20240229;1091;GOLF Y COUNTRY CLUB DE TRUJILLO;GOLF;AFILIADO; 269-DINADAF-RND-2013;09/10/2013;"-0518-2023-RENADE/IPD.
periodo 2023 -2025, conforme lo establece el último párrafo del artículo 56 del estatuto, estará vigente del 01 de abril de 2023 y termina el 31 de marzo de 2025";;
20240229;1092;AREQUIPA GOLF CLUB;GOLF;AFILIADO; 614-DINADAF-RND-2016;04/10/2016;0319-DNCTD-RND-2021, Periodo 01 de enero del 2021 al 31 de diciembre del 2021;;
20240229;1093;CUAJONE COUNTRY CLUB;GOLF;AFILIADO;1185 DINADAF-RND-2017;18/10/2017;;;
20240229;1094;CLUB SOCIAL DEPORTIVO PAIDOTRIBO;HANDBALL;AFILIADO;  337-DNCTD-RND-2010;27/12/2010;;;
20240229;1095;CLUB DEFENSOR LIMA ASSOCIATION;HANDBALL;AFILIADO;  338-DNCTD-RND-2010;27/12/2010; 0075-DNCTD-RND-2021, Periodo 14 de diciembre de 2019 al 13 de diciembre de 2021;;
20240229;1096;C.S.D. TEAM GURDA;HANDBALL;AFILIADO;  339-DNCTD-RND-2010;27/12/2010;;;
20240229;1097;CLUB BLACK & WHITE;HANDBALL;AFILIADO;  340-DNCTD-RND-2010;27/12/2010;;;
20240229;1098;CLUB SOCIAL DEPORTIVO GELICICH;HANDBALL;AFILIADO; 341-DNCTD-RND-2010;27/12/2010;;;
20240229;1099;CLUB DEPORTIVO COSTA LIMA;HANDBALL;AFILIADO;  165-DNCTD-RND-2012;18/10/2012; 0070-DNCTD-RND-2021, Periodo 14 de marzo de 2020 al 13 de marzo de 2022;;
20240229;1100;CLUB DEPORTIVO SOCIAL CULTURAL THE FIRST HANDBALL LEGENDS FCS;HANDBALL;AFILIADO; 004-DINADAF-RND-2016;08/01/2016;;;
20240229;1101;CLUB DEPORTIVO ESTUDIANTIL REPÚBLICA DE VENEZUELA;HANDBALL;AFILIADO; 482-DINADAF-RND-2016;07/09/2016;"0452-2022-IPD-DNCTD-SRND.
periodo comprendido del 15 de diciembre de 2021 al 14 de diciembre de 2025.";;
20240229;1102;CLUB DEPORTIVO LAS ESTRELLAS DE OXAPAMPA;HANDBALL;AFILIADO;002-DINADAF-RND-2017;09/01/2017;;;
20240229;1103;CLUB DEPORTIVO SOCIAL HANDBALL;HANDBALL;AFILIADO; 003-DINADAF-RND-2017;09/01/2017;;;
20240229;1104;CLUB DEPORTIVO YANACHAGA CHEMILLEN;HANDBALL;AFILIADO; 004-DINADAF-RND-2017;09/01/2017;;;
20240229;1105;ESCUELA SOCIAL DEPORTIVA TUPAC AMARU;HANDBALL;AFILIADO;270-DNCTD-RND-2020;14/09/2020;;;
20240229;1106;CLUB DEPORTIVO PARTILLE CLUB ;HANDBALL;AFILIADO; 0091-2022-IPD-DNCTD-SRND;15/03/2022;periodo 26 de noviembre de 2021 al 25 de noviembre de 2026;;
20240229;1107;WARRIORS CLUB PERU;HANDBALL;AFILIADO; 0135-2022-IPD-DNCTD-SRND;01/04/2022;periodo que inicia el 25 de octubre de 2019 y culmina el 24 de octubre de 2023;;
20240229;1108;CLUB DEPORTIVO DINASTIA;HANDBALL;AFILIADO;0144-2022-IPD-DNCTD-SRND;11/04/2022;periodo de 2 años;;
20240229;1109;CLUB DEPORTIVO HANDBALL DOS DE MAYO;HANDBALL;AFILIADO; 0161-2022-IPD-DNCTD-SRND;25/04/2022;periodo 03 de marzo de 2022 al 03 de marzo de 2024;;
20240229;1110;HUACHO HANDBALL CLUB;HANDBALL;AFILIADO;0176-2022-IPD-DNCTD-SRND;27/04/2022;período del 01 de diciembre de 2020 al 30 de noviembre de 2022;;
20240229;1111;CLUB SOCIAL DEPORTIVO DYNAMO;HANDBALL;AFILIADO;0155-2022-IPD-DNCTD-SRND;13/04/2022;Amplió su actividad deportiva a la disciplina deportiva de handball;;
20240229;1112;ESCUELA DEPORTIVA DON JOSE DE SAN MARTIN;HANDBALL;AFILIADO;0193-2022-IPD-DNCTD-SRND;04/05/2022;período de cuatro (04) años, contados desde el 30 de abril de 2018 hasta el 30 de abril de 2022;;
20240229;1113;ACADEMIA DEPORTIVA TEAM FENIX;HANDBALL;AFILIADO;0405-2022-IPD-DNCTD-SRND;14/07/2022;periodo del 26 de enero de 2021 al 25 de enero de 2025;;
20240229;1114;CLUB RAZA AREQUIPA;HANDBALL;AFILIADO; 0410-2022-IPD-DNCTD-SRND;20/07/2022;periodo de dos (02) años, conforme al Acta de Fundación de fecha 22 de octubre de 2021 y al Acta de fecha 03 de diciembre de 2021;;
20240229;1115;CLUB HANDBALL AREQUIPA;HANDBALL;AFILIADO;0451-2022-IPD-DNCTD-SRND;01/08/2022;periodo de cinco años;;
20240229;1116;CLUB HANDBALL MADRE DE DIOS;HANDBALL;AFILIADO; 0002-2023-IPD-DNCTD-SRND;05/01/023;período comprendido del 20 de noviembre de 2022 al 19 de noviembre de 2024;;
20240229;1117;CLUB DEPORTIVO PANTERAS DEL SUR;HANDBALL;AFILIADO; 0166-2023-IPD-DNCTD-SRND;11/04/2023;periodo 2022 – 2026 (Del 24 de junio de 2022 al 24 de junio de 2026);;
20240229;1118;CLUB DEPORTIVO SUPER NOVA;HANDBALL;AFILIADO;0197-2023-IPD-DNCTD-SRND;26/04/2023;periodo 30 de julio de 2022 al 30 de julio de 2023;;
20240229;1119;CLUB DEPORTIVO SUMAQ PUCKLLAY;HANDBALL;AFILIADO;0427-2023-RENADE-IPD;23/08/2023;periodo del 06 de mayo de 2023 al 05 de mayo de 2024;;
20240229;1120;ASOCIACION DE LA SALLE HANDBALL CLUB;HANDBALL;AFILIADO; 000621-2023-RENADE-IPD;27/11/2023;período de dos (02) años;;
20240229;1121;CLUB DEPORTIVO ESTUDIANTES TUPAREANOS;HANDBALL;AFILIADO;0061-2024-RENADE-DNCTD-IPD;09/02/2024;periodo de tres (03) años, que corre a partir de su inscripción registral en los Registros Públicos;;
20240229;1122;ASOCIACIÓN DEPORTIVA ZEGARRA;HOCKEY;AFILIADO;810-DINADAF-RND-2016;30/11/2016;" 0403-2023-RENADE/IPD.
periodo del 13 de abril de 2023 al 12 de abril de 2025";;
20240229;1123;CLUB HOCKEY SAN SILVESTRE SPORT;HOCKEY;AFILIADO;045-DINADAF-RND-2017;30/01/2017;"0398 -2023-RENADE/IPD.
periodo del 29 de marzo de 2023 al 28 de marzo de 2028";;
20240229;1124;CENTRO DE FORMACIÓN Y ESTUDIOS EN LAS CIENCIAS DEL DEPORTE Y PROMOCIÓN DEL DESARROLLO INTEGRAL;HOCKEY;AFILIADO;0117-DINADAF-RND-2018;06/02/2018;;;
20240229;1125;LALEY CLUB DEPORTIVO;HOCKEY;AFILIADO;339-DNCTD-RND-2020;28/10/2020;Periodo 26 de febrero de 2020 al 25 de febrero de 2024;;
20240229;1126;OMA HOCKEY CLUB ASOCIACIÓN CIVIL;HOCKEY;AFILIADO;407-DNCTD-RND-2020;16/11/2020;Periodo 06 de mayo de 2019 al 23 de julio de 2024;;
20240229;1127;CENTRO DEPORTIVO Y ECUESTRE CAJAMARCA;HOCKEY;AFILIADO;456-DNCTD-RND-2020;27/11/2020;Periodo 26 de mayo de 2017 al 25 de mayo de 2022;;
20240229;1128;JOCKEY CLUB DEPORTES DE LA REGIÓN LAMBAYEQUE DEL PERÚ;HOCKEY;AFILIADO; 457-DNCTD-RND-2020;27/11/2020;Periodo de cinco (05) años;;
20240229;1129;CHICLAYO SPORT CLUB;HOCKEY;AFILIADO; 458-DNCTD-RND-2020;27/11/2020;Periodo de cinco (05) años;;
20240229;1130;LIMA CRICKET & FOOTBALL CLUB;HOCKEY;AFILIADO;0197-2022-IPD-DNCTD-SRND;05/05/2022;"0114-2023-IPD-DNCTD/SRND.
periodo del 01 de octubre de 2022 al 30 de setiembre de 2024.";;
20240229;1131;ASOCIACION CULTURAL Y DEPORTIVA SANTA MARIA SPORT;HOCKEY;AFILIADO; 0419-2023-RENADE-IPD;22/08/2023;periodo del 18 de mayo de 2023 al 17 de mayo de 2025;;
20240229;1132;CLUB DEPORTIVO XPARTA MARTIAL ARTS;JIU JITSU;AFILIADO;  026-DINADAF-RND-2016;29/01/2016;408-DNCTD-RND-2020, Periodo 01 de noviembre de 2017 al 31 de octubre de 2021;;
20240229;1133;BUSHIDO FT KIDS;JIU JITSU;AFILIADO;  696-DINADAF-RND-2016;26/10/2016;;;
20240229;1134;ASOCIACIÓN JUDO CLUB ZEGARRA;JIU JITSU;AFILIADO;809-DINADAF-RND-2016 ;30/11/2016;;;
20240229;1135;ASOCIACIÓN DEPORTIVA ZEGARRA;JIU JITSU;AFILIADO;810-DINADAF-RND-2016;30/11/2016;;;
20240229;1136;CLUB DEPORTIVO SHINZO MURAYAMA JUDO CLUB;JUDO;AFILIADO; 224-DNCTD-RND-2006;15/05/2006;;;
20240229;1137;ASOCIACIÓN ESTADIO LA UNIÓN;JUDO;AFILIADO; 273-DNCTD-RND-2006;03/07/2006;"0576-2022-IPD-DNCTD/SRND.
período 31 de marzo del 2022 al 30 de marzo del 2024.";;
20240229;1138;CLUB DE REGATAS LIMA;JUDO;AFILIADO; 274-DNCTD-RND-2006;03/07/2006;"0447-2022-IPD-DNCTD/SRND. 26/07/2022
periodo 2022-2024 (fueron elegidos el 13 de marzo de 2022).";;
20240229;1139;CLUB DE JUDO KODOKAN AREQUIPA-PERU;JUDO;AFILIADO;135-DNCTD-RND-2008;11/03/2008;508-DNCTD-RND-2020, Periodo 22 de marzo de 2020 al 21 de marzo de 2022;;
20240229;1140;ASOCIACIÓN DEPORTIVA JUDO – DOKÁN KAWAISHI;JUDO;AFILIADO;198-DNCTD-RND-2008;07/05/2008;374-DNCTD-RND-2020, Periodo de dos (02) años, en Asamblea General Extraordinaria de fecha 17 de noviembre de 2018;;
20240229;1141;CLUB DEPORTIVO CULTURAL VIVE´S – CLUB VIVE´S;JUDO;AFILIADO;486-DNCTD-RND-2008;28/11/2008;511-DNCTD-RND-2020, Periodo del 16 de octubre de 2020 al 15 de octubre de 2022;;
20240229;1142;CLUB DEPORTIVO KOBASHY;JUDO;AFILIADO;533-DNCTD-RND-2008;31/12/2008;"0596-2023-RENADE/IPD.
periodo 2022 – 2026, comprendidos del 03 de febrero de 2022 al 02 de febrero de 2026";;
20240229;1143;ASOCIACIÓN DEPORTIVA DEPORTES ASOCIADOS SAKURA;JUDO;AFILIADO;534-DNCTD-RND-2008;31/12/2008;494-DNCTD-RND-2020, Periodo 21 de diciembre de 2019 al 20 de diciembre de 2021;;
20240229;1144;CLUB DEPORTIVO BUSHIDO DOJO;JUDO;AFILIADO;538-DNCTD-RND-2008;31/12/2008;;;
20240229;1145;CLUB DE JUDO PUNO;JUDO;AFILIADO;540-DNCTD-RND-2008;31/12/2008;495-DNCTD-RND-2020, Periodo 24 de octubre de 2020 al 23 de octubre de 2022;;
20240229;1146;UNIVERSIDAD DE LIMA;JUDO;AFILIADO;541-DNCTD-RND-2008;31/12/2008;;;
20240229;1147;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;JUDO;AFILIADO;542-DNCTD-RND-2008;31/12/2008;;;
20240229;1148;UNIVERSIDAD SAN IGNACIO DE LOYOLA;JUDO;AFILIADO;543-DNCTD-RND-2008;31/12/2008;;;
20240229;1149;UNIVERSIDAD NACIONAL DE INGENIERÍA;JUDO;AFILIADO;544-DNCTD-RND-2008;31/12/2008;;;
20240229;1150;UNIVERSIDAD NACIONAL DE PIURA;JUDO;AFILIADO;545-DNCTD-RND-2008;31/12/2008;;;
20240229;1151;UNIVERSIDAD NACIONAL DEL CALLAO;JUDO;AFILIADO;546-DNCTD-RND-2008;31/12/2008;;;
20240229;1152;ESCUELA NAVAL DEL PERÚ;JUDO;AFILIADO;547-DNCTD-RND-2008;31/12/2008;342-DNCTD-RND-2020, Periodo SETIEMBRE 2020 – DICIEMBRE 2021;;
20240229;1153;CLUB TAKENORI ITO;JUDO;AFILIADO;550-DNCTD-RND-2008;31/12/2008;"0256-2023-IPD-DNCTD/SRND.
periodo del 08 de marzo de 2022 al 07 de marzo de 2024";;
20240229;1154;ASOCIACIÓN PERUANO JAPONESA;JUDO;AFILIADO;551-DNCTD-RND-2008;31/12/2008;;;
20240229;1155;ASOCIACIÓN DEPORTIVA ZEGARRA;JUDO;AFILIADO;310-DINADAF-RND-2016;26/05/2016;" 0403-2023-RENADE/IPD.
periodo del 13 de abril de 2023 al 12 de abril de 2025.";;
20240229;1156;ASOCIACIÓN JUDO CLUB ZEGARRA;JUDO;AFILIADO;311-DINADAF-RND-2016;26/05/2016;"0368-2023-RENADE/IPD.
periodo del 31 de mayo de 2023 al 30 de mayo de 2025";;
20240229;1157;CLUB DEPORTIVO DE JUDO INTIPA-CHURIN;JUDO;AFILIADO;876-DINADAF-RND-2016;15/12/2016;" 244-2023-IPD-DNCTD/SRND.
Recomposición, vigente hasta el 05 de marzo de 2025";;
20240229;1158;CLUB DEPORTIVO DE JUDO DOJO YAMASHITA;JUDO;AFILIADO;877-DINADAF-RND-2016;15/12/2016;"0203-2023-IPD-DNCTD/SRND.
periodo del 19 de enero de 2023 al 18 de enero de 2028 (5 años)";;
20240229;1159;TRUJILLO JUDO AT CLUB;JUDO;AFILIADO;921-DINADAF-RND-2016;23/12/2016;"0398-2022-IPD-DNCTD/SRND. 11/07/2022
periodo 2021-2024";;
20240229;1160;TOSHIHIKO KOGA JUDO CLUB;JUDO;AFILIADO;823-DINADAF-RND-2017;15/06/2017;"0728-2022-IPD-DNCTD/SRND.
periodo de cuatro (04) años";;
20240229;1161;ASOCIACIÓN DEPORTIVA DE JUDO SANTA MARTHA;JUDO;AFILIADO;824-DINADAF-RND-2017;15/06/2017;Periodo de cuatro (04) años;;
20240229;1162;LALEY CLUB DEPORTIVO;JUDO;AFILIADO;338-DNCTD-RND-2020;28/10/2020;Periodo 26 de febrero de 2020 al 25 de febrero de 2024;;
20240229;1163;ASOCIACION PERUANA DE DEFENSA PERSONAL;JUDO;AFILIADO;353-DNCTD-RND-2020;02/11/2020;Periodo 16 de setiembre de 2020 al 15 de setiembre de 2024;;
20240229;1164;CLUB DEPORTIVO XPARTA MARTIAL ARTS;JUDO;AFILIADO;408-DNCTD-RND-2020;16/11/2020;"0289-2023-IPD-DNCTD/SRND.
periodo del 19 de diciembre de 2021 al 18 de diciembre de 2025";;
20240229;1165;ASOCIACIÓN CLUB DEPORTIVO TAKANA ZUTTO;JUDO;AFILIADO;557-DNCTD-RND-2020;28/12/2020;;;
20240229;1166;ASOCIACIÓN DEPORTIVA RYOKO TAMURA;JUDO;AFILIADO;0033-DNCTD-RND-2021;14/01/2021;Periodo 28 de setiembre de 2020 al 27 de setiembre de 2024;;
20240229;1167;ASOCIACIÓN DEPORTIVA DOJO LOZA JUDO CLUB;JUDO;AFILIADO;0050-DNCTD-RND-2021;20/01/2021;Periodo 07 de octubre de 2020 al 06 de octubre de 2024;;
20240229;1168;CLUB DEPORTIVO ASOCIACIÓN DEPORTIVA PALMER SPORT;KARATE;AFILIADO;  011-DNCTD-RND-2005;09/02/2005;;;
20240229;1169;CLUB DEPORTIVO CLUB SOCIAL DEPORTIVO TAISHI;KARATE;AFILIADO; 033-DNCTD-RND-2005;25/02/2005;;;
20240229;1170;CLUB DEPORTIVO CLUB SOCIAL DEPORTIVO BUSHIDO;KARATE;AFILIADO; 034-DNCTD-RND-2005;28/02/2005;;;
20240229;1171;CLUB DEPORTIVO NIHON KARATE KYOKAI;KARATE;AFILIADO;  043-DNCTD-RND-2005;08/03/2005;;;
20240229;1172;CLUB DEPORTIVO DE KARATE DO GERSON;KARATE;AFILIADO; 244-DNCTD-RND-2005;28/09/2005;;;
20240229;1173;CLUB DEPORTIVO DE KARATE DO BUSHI KAN;KARATE;AFILIADO;  245-DNCTD-RND-2005;28/09/2005;;;
20240229;1174;CLUB DEPORTIVO CLUB SOCIAL DEPORTIVO SADANORI;KARATE;AFILIADO; 276-DNCTD-RND-2005;04/11/2005;;;
20240229;1175;CLUB DEPORTIVO CLUB DE KARATE DRAGÓN ROJO JKA -PIURA;KARATE;AFILIADO;282-DNCTD-RND-2005;14/11/2005;;;
20240229;1176;CLUB DEPORTIVO YOTZU KAZE DOJO;KARATE;AFILIADO; 300-DNCTD-RND-2005;15/12/2005;;;
20240229;1177;CLUB DEPORTIVO KARATE DOJO CLUB ZEN KEN;KARATE;AFILIADO;  316-DNCTD-RND-2005;29/12/2005;;;
20240229;1178;CLUB CENTRO DEPORTIVO CULTURAL KANAZAWA;KARATE;AFILIADO;446-DNCTD-RND-2006;22/09/2006;"0533-2022-IPD-DNCTD/SRND.
periodo 12 de mayo de 2022 al 12 de mayo de 2024.";;
20240229;1179;IMPACTO KARATE DO;KARATE;AFILIADO;487-DNCTD-RND-2006;27/10/2006;"0141-2022-IPD-DNCTD/SRND.
periodo 2020-2022, en Asamblea General de Asociados de fecha 06 de octubre de 2020";;
20240229;1180;CLUB DEPORTIVO ALVARADO;KARATE;AFILIADO;531-DNCTD-RND-2006;04/12/2006;;;
20240229;1181;CLUB DE REGATAS LIMA ;KARATE;AFILIADO;076-DNCTD-RND-2007;02/02/2007;"0447-2022-IPD-DNCTD/SRND. 26/07/2022
periodo 2022-2024 (fueron elegidos el 13 de marzo de 2022).";;
20240229;1182;CLUB DEPORTIVO SHYN KYODO;KARATE;AFILIADO;300-DNCTD-RND-2007;19/04/2007;;;
20240229;1183;CLUB DEPORTIVO DE KARATE NAKAYAMA DOJO;KARATE;AFILIADO;308-DNCTD-RND-2007;02/05/2007;"0404-2022-IPD-DNCTD/SRND. 14/07/2022
periodo de cuatro años, contados a partir del día 04 de diciembre de 2021 hasta el día 03 de diciembre de 2025";;
20240229;1184;CLUB DEPORTIVO DE ARTES MARCIALES WILSON;KARATE;AFILIADO;344-DNCTD-RND-2007;09/05/2007;;;
20240229;1185;CLUB DEPORTIVO DE KARATE JAPAN SPORT;KARATE;AFILIADO;737-DNCTD-RND-2007;05/11/2007;"0399-2022-IPD-DNCTD/SRND. 11/07/2022.
periodo a partir del día 26 de noviembre de 2021 hasta el día 25 de noviembre de 2025";;
20240229;1186;CLUB DEPORTIVO DE KARATE DOJO KYOTO J.K.A.;KARATE;AFILIADO;738-DNCTD-RND-2007;05/11/2007;;;
20240229;1187;CLUB DEPORTIVO MITSUO INOUE;KARATE;AFILIADO;780-DNCTD-RND-2007;04/12/2007;0319-DNCTD-RND-2019, Periodo 20 de enero de 2019 al 19 de enero de 2022;;
20240229;1188;CLUB DEPORTIVO DE KARATE LAMBERT;KARATE;AFILIADO;047-DNCTD-RND-2008;16/01/2008;;;
20240229;1189;CLUB KARATE DO RUIZ;KARATE;AFILIADO;054-DNCTD-RND-2008;23/01/2008;;;
20240229;1190;CLUB DEPORTIVO MAGNO FERNÁNDEZ;KARATE;AFILIADO;055-DNCTD-RND-2008;24/01/2008;;;
20240229;1191;CLUB DEPORTIVO ERASMO VELARDE ANDRADE;KARATE;AFILIADO;056-DNCTD-RND-2008;24/01/2008;;;
20240229;1192;CLUB DEPORTIVO KARATE EN VACACIONES ÚTILES;KARATE;AFILIADO;057-DNCTD-RND-2008;24/01/2008;;;
20240229;1193;CLUB DEPORTIVO HUGO ANGLES;KARATE;AFILIADO;058-DNCTD-RND-2008;28/01/2008;;;
20240229;1194;CLUB DEPORTIVO MABUNI;KARATE;AFILIADO;059-DNCTD-RND-2008;28/01/2008;;;
20240229;1195;ASOCIACIÓN DEPORTIVA PERUANO ESPAÑOL;KARATE;AFILIADO;060-DNCTD-RND-2008;28/01/2008; 0412-DNCTD-RND-2021, Periodo 2021-2024;;
20240229;1196;ASOCIACIÓN ESTADIO LA UNIÓN;KARATE;AFILIADO;240-DNCTD-RND-2008;13/06/2008;"0576-2022-IPD-DNCTD/SRND.
período 31 de marzo del 2022 al 30 de marzo del 2024.";;
20240229;1197;CLUB DEPORTIVO PERÚ KARATE DO RIKYO KAI;KARATE;AFILIADO;254-DNCTD-RND-2008;23/06/2008;;;
20240229;1198;CLUB DEPORTIVO DE KARATE SATORI;KARATE;AFILIADO;445-DNCTD-RND-2008;11/11/2008;;;
20240229;1199;CLUB DEPORTIVO INTERNACIONAL BUDAI-KAN OKINAWA GOJU RYU KARATE-DO;KARATE;AFILIADO;499-DNCTD-RND-2008;11/12/2008;;;
20240229;1200;CLUB SOCIAL DEPORTIVO HIROSHI;KARATE;AFILIADO;019-DNCTD-RND-2009;15/01/2009;;;
20240229;1201;CLUB DEPORTIVO ASOCIACIÓN INTERNACIONAL SHITO RYU KARATE DO – A.I.S.R.K.;KARATE;AFILIADO;183-DNCTD-RND-2009;23/04/2009;;;
20240229;1202;ASOCIACIÓN CLUB DEPORTIVO CINTURÓN NEGRO SANDAN;KARATE;AFILIADO;256-DNCTD-RND-2009;17/06/2009;;;
20240229;1203;ASOCIACIÓN DE ARTES MARCIALES BLACK DRAGONS;KARATE;AFILIADO;311-DNCTD-RND-2009;23/07/2009;;;
20240229;1204;CLUB DEPORTIVO HALASHI KARATE DOJO -HKD;KARATE;AFILIADO;468-DNCTD-RND-2009;18/12/2009;"0601-2022-IPD-DNCTD/SRND.
periodo 07 de noviembre de 2021 al 06 de noviembre de 2023.";;
20240229;1205;CLUB DEPORTIVO NAVARRO KARATE DO;KARATE;AFILIADO;469-DNCTD-RND-2009;18/12/2009;"603-2022-IPD-DNCTD/SRND.
periodo 20 de enero de 2022 al 20 de enero de 2027.";;
20240229;1206;CLUB DEPORTIVO TERUO HAYASHI;KARATE;AFILIADO;160-DNCTD-RND-2010;24/05/2010;"0662-2023-RENADE/IPD.
periodo del 09 de julio de 2022 al 08 de julio de 2024";;
20240229;1207;CLUB DE KARATE GÓMEZ KANAZAWA;KARATE;AFILIADO;288-DNCTD-RND-2010;14/09/2010;;;
20240229;1208;CLUB DEPORTIVO DE KARATE SATORI KAN DOJO;KARATE;AFILIADO;295-DNCTD-RND-2010;28/09/2010;;;
20240229;1209;CLUB DEPORTIVO TOMODACHI KARATE DOJO;KARATE;AFILIADO;348-DNCTD-RND-2010;30/12/2010;1330-DINADAF-RND-2017, Periodo 10 de octubre de 2017 al 09 de octubre de 2021.;;
20240229;1210;CLUB SOCIAL DEPORTIVO YACHO;KARATE;AFILIADO;125-DNCTD-RND-2011;14/06/2011;;;
